Category,Company,City,Phone,Website,Decora fit
Crockery,Fulmar General Trading LLC,"Shop # 3, Awqaf Bldg, Irani Mrkt, Al Ras St, Deira",+97142256677,,serveware/tableware
Crockery,Fuma Household Appliances Establishment,"Near Orient Exchange, Murshid Bazaar, Deira",+97142255810,,serveware/tableware
Crockery,Funet Trading Company LLC,"304, Al Dana Centre, Maktoum St, Deira",+97142226246,,serveware/tableware
Crockery,Future Palace,"10 G, Al Manal Centre, Naif Rd, Deira",+97142289944,,serveware/tableware
Crockery,Ghulam Rida and Mohd Hussain Trading Company LLC,"1 & 2, Rashid Al Mazroui Bldg, Al Ras St, Deira",+97142250140,,serveware/tableware
Crockery,Haji Mohamed And Sons Trading,Dibba,+97192446161,,serveware/tableware
Crockery,Haqeqat and Brothers Stores,"Irani Market, Corniche Rd",+97165687714,,serveware/tableware
Crockery,Home & Cook,"Bhnd City Centre, Deira",+97142362157,,serveware/tableware
Crockery,Hyperion Industries LLC,"2001, 20th Floor, One By Omniyat, Business Bay",+97142292552,,serveware/tableware
Crockery / Housewares,IKEA,Marina Mall,+97126812228,,serveware + decor / serveware/tableware
Crockery,Imperious Houseware Company LLC,"1st Flr, Al Rouhani Bldg, Al Ittihad St, Deira",,,serveware/tableware
Crockery / Hotel & hospitality supplier,Jas Tissues Manufacturing FZE,"Q3 073, SAIF Zone",+971504094680,,serveware/tableware
Crockery,Kambi International Trading,"Irani Market, Deira",+97142264145,,serveware/tableware
Crockery / Housewares,Khezreyan Trading Establishment,"Souq Al Khabir, Murshid Bazaar, Deira",+97142265118,,serveware + decor / serveware/tableware
Crockery / Housewares / Gift / corporate-gift / Hotel & hospitality supplier,Khiara Stores,"Irani Utensils Market, Al Ras, Deira",+97142356470,,decor objects + clocks + gifting / serveware + decor / serveware/tableware
Crockery,Khoory General Ent,"601, Emirates Gen Market Bldg, Electra St",+97126345655,,serveware/tableware
Crockery,Kings Stores,"1st Flr, Bahman Bldg, Opp Naif Police Station, Deira",+97142712376,,serveware/tableware
Crockery,Krishna Stores,Dubai,+97143552207,,serveware/tableware
Crockery / Housewares / Gift / corporate-gift / Hotel & hospitality supplier,Lifco Trading Company LLC,"Lifco Bldg, Al Wahda St",+97165335635,,decor objects + clocks + gifting / serveware + decor / serveware/tableware
Crockery,Majestic Home General Trading LLC,"Old Baldiya Street, Al Ras, Deira",+97142257723,,serveware/tableware
Crockery,Majestic House Trading LLC,"Next to Aweer Medical Centre, Ras Al Khor Indl Area",+97143334545,,serveware/tableware
Crockery,Majestic Trading Agencies,"Bhnd Lulu Centre, Salam St",+97126722310,,serveware/tableware
Crockery / Housewares,Mansoor Ahmad Mohammad Company LLC,"Utensil Market, Old Balidiya Road, Al Ras",+97142229988,,serveware + decor / serveware/tableware
Crockery / Housewares / Gift / corporate-gift,Mareb City Trading Co,"Opp Mashreqbank, Murshid Bazaar, Deira",+97142259047,,decor objects + clocks + gifting / serveware + decor / serveware/tableware
Crockery,Marox Catering and Kitchen Equipment Company,"Office Number 807, Prism Tower, Business Bay",+97144334715,,serveware/tableware
Crockery,Mehmood Ebrahim Badri and Company LLC,"Bhnd Ansari Exchange, Iranian Market, Deira",+97142264620,,serveware/tableware
Crockery,Mohd Al Awadi Kitchens Company LLC,"Al Badad R/A, Indl Area 15",+97165350596,,serveware/tableware
Crockery,Mohd Amin Ahmed Kamali Al Awazi Company LLC,"Murshid Bazaar, Deira",+97142263820,,serveware/tableware
Crockery,Mohd Mohd Noor Behadan Trading Company LLC,"Irani Market, Near Abra, Deira",+97142264763,,serveware/tableware
Crockery,Mohd Rashid Al Muthawa Trading,"Saleh Bldg, Frij Murar, Deira",+97142712469,,serveware/tableware
Crockery,Muddle ME,,,,serveware/tableware
Crockery,Nada Ameer General Trading LLC,Dubai,+97143534085,,serveware/tableware
Crockery,Namwar Trading Stores,"Near Ansari Exchange, Opp Abra, Deira",+97142266359,,serveware/tableware
Crockery,Naser Mohamed Naser Al Sayer Trading Co LLC,"Near Oman Ins, Salahuddin Rd, Deira",+97142681288,,serveware/tableware
Crockery,New Fulmar General Trading LLC,"Shop # 1, Ahmed Ali Al Zarooni Bldg, Al Zaghaya Street, Deira",+97142353350,,serveware/tableware
Crockery,Orange Gallery General Trading LLC,"Murshid Bazar, Deira",+97142352000,,serveware/tableware
Crockery,Orange Kitchen Equipment Establishment,"Salahuddin St, Deira",+97142979041,,serveware/tableware
Crockery / Hotel & hospitality supplier,Oxford Kitchen Cabinets & Fixtures Manufacturing,"Opp Zulekha Hosp, Al Qusais",+971507461794,,serveware/tableware
Crockery,Parcham General Trading,"Near Gold Souq, Al Ras, Deira",+97142265223,,serveware/tableware
Crockery,Pasanda Trading Company LLC,"2, Majid Al Ghurair Bldg, Murshid Bazaar, Deira",+97142266281,,serveware/tableware
Crockery,Pilsimo Trading Company LLC,"1,2 & 3, Kuwait Masjid Bldg, Al Soor St, Deira",+97142269925,,serveware/tableware
Crockery,Professional Bakery and Rest Equip LLC,Indl Area 17,+97165350665,,serveware/tableware
Crockery,Refa General Trading Company LLC,"1501, Pearl Bldg, Deira",+97142210202,,serveware/tableware
Crockery,Rose Land Trading LLC,"Near Souq Al Wasl, Deira",+97142211234,,serveware/tableware
Crockery,Rotana Kitchen,Al Ain,+97137220814,,serveware/tableware
Crockery,Saeed Bin Nasser Al Hashar,"Beside Renaissance Hotel, Salahuddin Road",+97142727788,,serveware/tableware
Crockery,Sahara King Trading (LLC),Al Ras Area,+97142352451,,serveware/tableware
Crockery,Salem Saud Trading Establishment,"111, Mussabeh Bldg, Gold Souk, Deira",+97142253460,,serveware/tableware
Crockery,Sama Italia Kitchen Trading LLC,"Union Mall Street #17, Shop No 14-16, Industrial Area 1",+97165251777,,serveware/tableware
Crockery,SAS Kitchens,"1, Jamal Abdul Nasser St.",,,serveware/tableware
Crockery,Scheherazade Gulf General Trading,"306, Above Standard Chartered Bank, Nasr Square, Deira",+97142213230,,serveware/tableware
Crockery,Searock Inc,"71, Al Karbash Bldg, Opp Karama Fish Market, Karama",+97143344822,,serveware/tableware
Crockery,Sevens LLC,"Al Nabooda Indl Area 5, Al Qusais",+97142670066,,serveware/tableware
Crockery,Shabani Household Trdg LLC,"Al Ras, Deira",+97142255913,,serveware/tableware
Crockery,Sinabro Intl LLC,,+97144504186,,serveware/tableware
Crockery,Sultan Group Accessories Trdg LLC,,+97142566828,,serveware/tableware
Crockery / Housewares,Summit Trading Company LLC,"M02 B, Al Hamra Centre, Electra St",+97126743100,,serveware + decor / serveware/tableware
Crockery,Super Shine LLC,,+97165453275,,serveware/tableware
Crockery,The One - Total Home Experience,Dubai,+97165312233,,serveware/tableware
Crockery,Tokyo Household LLC,"Al Ras, Deira",+97142351820,,serveware/tableware
Crockery,Tooba Electronics LLC,"Baniyas Square, Deira",+97142236244,,serveware/tableware
Crockery,Top Line Foodstuff Trading LLC,"Near Oasis Centre, Al Quoz 1",+97143380048,,serveware/tableware
Crockery,Tourist Club Trading Exhibition,"Salam Printing Press Bldg, Bhnd Baby Shop, Madinat Zayed",+97126393945,,serveware/tableware
Crockery,Utopia Bath and Kitchen,,+971501420504,,serveware/tableware
Crockery / Housewares,Winds Trading (Trade Winds),Dubai,+97143535314,,serveware + decor / serveware/tableware
Crockery,Zecorp Solutions FZE LLC,Dubai,+97142559793,,serveware/tableware
Crockery,Zubaida Home Material Shop,"Near Veg Market, Al Nakheel",,,serveware/tableware
Housewares,Cosmic International LLC,"Office 14, Arabian Jerusalem Bldg, Indl Area 10",+97165735767,,serveware + decor
Housewares,Abu Maher Trading Establishment,"Opp Fish Market, Old Airport Rd",+97126336519,,serveware + decor
Housewares,Afroz Household Company LLC,"6, Al Shamsi Bldg, Corniche Rd, Shuwein",+97165681707,,serveware + decor
Housewares,Al Borj Household Trading Establishment,"Beside Corniche Post Office, Corniche St, Shuwaiheen",+97165688477,,serveware + decor
Housewares,Al Harmood Trading Co,"Gold Market, Bhnd Main St",+97137510611,,serveware + decor
Housewares,Al Ittifaq General Trading LLC,"10th Floor, Baniyas Complex, Baniyas Square, Deira",+97142275251,,serveware + decor
Housewares,Al Jasar Household Trading,"Near Vegetable Market, Mina Rd",+97165690792,,serveware + decor
Housewares,Al Samim General Trading,"Bhnd Twin Towers, Al Maktoum St, Deira",+97142214931,,serveware + decor
Housewares,Al Shawkah Household Trading,"Old Central Market, Corniche Rd",+97165681875,,serveware + decor
Housewares,Ali Abdul Karim Shukralla General Trading Establishment,"Irani Market, Deira",+97142264546,,serveware + decor
Housewares,Awani Housewares & Furniture,Muroor Rd,+97124498244,,serveware + decor
Housewares,Central Trading Company LLC,Dubai,+97142661600,,serveware + decor
Housewares,Corniche Flower Trading Establishment,"Wholesale Market, Al Ras, Deira",+97142255887,,serveware + decor
Housewares,Delma General Trading Exhibition,"Near Down Town Hotel, Sabkha Rd, Deira",+97142260090,,serveware + decor
Housewares,Ghanem Home Appliances Factory,New Indl Area,+97167438073,,serveware + decor
Housewares,GiGiS International LLC,"1001, 34 Street, Centurion Star Tower-B, Port Saeed",+97142971900,,serveware + decor
Housewares / Gift / corporate-gift,Green House Centre,"Opp Natl Cinema, Al Najda",+97126315115,,decor objects + clocks + gifting / serveware + decor
Housewares,Gulf Store,"Shop 23, Central Market, Bhnd Main St",+97137664542,,serveware + decor
Housewares,Habil General Trading LLC,"5, Sheikha Latifa Bldg, Sabakha Rd, Deira",+97142250580,,serveware + decor
Housewares,Jasmin Palace Trading LLC,"G Flr, Al Kamali Bldg, Irani Market, Deira",+97142256552,,serveware + decor
Housewares,Khiara Household Company LLC,"Irani Market, Al Ras, Deira",+97142266358,,serveware + decor
Housewares,Mohd Rasool Fathi and Co,"Near Ansari Exchange, Souq Al Kabir, Deira",+97142264866,,serveware + decor
Housewares,Mushrif Household Trading Company LLC,"Irani Market, Corniche Rd",+97165682838,,serveware + decor
Housewares,Myco Trading LLC,"Near Galadari Ice Cream, Rashidiya",,,serveware + decor
Housewares,Niagra Trading Company LLC,"Opp UBL Bank, Murshid Bazaar, Deira",+97142260918,,serveware + decor
Housewares,Nikoupayan General Trading Company LLC,"Near Al Futtaim Mosque, Al Ras Area",+97142262278,,serveware + decor
Housewares,Parcham Trading Establishment,"Irani Market, Deira",+97142264525,,serveware + decor
Housewares,Pourmolla General Trading Company LLC,"Opp Al Manal Centre, Khaja Bldg, Deira",+97142226011,,serveware + decor
Housewares,S J International Agencies LLC,Dubai,+97143591530,,serveware + decor
Housewares,Safaa Household Trading LLC,Qusais Indl Area 3,+97142676433,,serveware + decor
Housewares,Tanus Trading Establishment,"Near Usman Auto Garage, Natl Paints R/A",+97165346288,,serveware + decor
Housewares,White Impex General Trading LLC,"101, Habib Bank Bldg, Corniche, Deira",+97142351356,,serveware + decor
Housewares,Yaspeco Trading Company LLC,"Al Ras, Deira",+97142261968,,serveware + decor
Housewares,Zainalaabedin Alkhajah,"Opp Maktoum Hospital, Deira",,,serveware + decor
Handicrafts,Abdul Razzaq Mohiddin Abdulla Trading Establishment,"Mohiddin Al Bastaki Co. Al Ras, Near Al Ras Metro Station, Sheikh Lathifa Building, Deira",+97142266700,,decor objects + serveware
Handicrafts,Al Nahda Flowers,"Shop # 12, Next to Burger Hub Restaurant, Malaka Street, Al Nahda",+971527864633,,decor objects + serveware
Handicrafts,Eastern Galaxy Novelty Trading LLC,"Souq Al Kabeer, Al Ras",+97143431311,,decor objects + serveware
Handicrafts,Luckys Furniture & Handicrafts LLC,"Shed No 8, Indl Area 11",+97165341937,,decor objects + serveware
Handicrafts,Al Fayad Carpets and Nov Trading,"53,54,55,56, Block 7, Central Market",+97165722617,,decor objects + serveware
Handicrafts,Al Salem Crafts and F/Glass Factory,"Near Khalid Seaport, J & P R/A",+97165282862,,decor objects + serveware
Handicrafts,Fakih Group of Co,"Bhnd Kanoo Bldg, Al Quoz Indl Area 1",+97143479935,,decor objects + serveware
Handicrafts,Fangda Trading LLC,Deira,+97142286182,,decor objects + serveware
Handicrafts,Kashmir Art Palace,"Classic House Hotel Bldg, Al Ras, Gold Souk, Deira",+97142255277,,decor objects + serveware
Handicrafts,Kashmir Oriental Trading Establishment,"Shop # 2, Obiad Omayar Bldg, Murshid Bazaar, Opp to Masreq Bank, Behind Dilhol Mosque, Al Buteena, D",+97143535501,,decor objects + serveware
Handicrafts,Latelier Des Arts,Fotouh Al Khair Center Tourist Club,+97126397104,,decor objects + serveware
Handicrafts,Luxe Art Gallery,Dubai,+971552859262,,decor objects + serveware
Handicrafts,Rash Ke Kashmir,"Murshid Bazar, Deira",+97142351350,,decor objects + serveware
Handicrafts / Gift / corporate-gift,Tebsa Trading,"1 & 2, Kanoo Bldg, 3rd I/Change, Al Quoz Indl Area",+97143479699,,decor objects + clocks + gifting / decor objects + serveware
Lighting shop,JMR Zenome Manufacturing LLC,M26 Musaffah,+97122358175,,lighting (lamps/chandeliers)
Lighting shop,Hayek Lighting LLC,"G1, ICAD 1(7A1), Musaffah",+97124412007,,lighting (lamps/chandeliers)
Lighting shop,Forza Al Khaleej Electromechanical Contracting,"Office 46, 8th Floor, Mazyad Mall Tower 1",+971523264141,,lighting (lamps/chandeliers)
Lighting shop,Tradesphere Equipment Trading LLC,"Office 42, Firdos Building, Plot 7, M3, Musaffah",+97124421056,,lighting (lamps/chandeliers)
Lighting shop,Gorlits International Lighting LLC SP,"Office 46, 8th Floor, Building 11, Tower 1, Mazyad Mall",+971553030563,,lighting (lamps/chandeliers)
Lighting shop,Al Badya Electrical Fittings Trading LLC,"Office 110, Kasco Tower, Al Qusais Industrial Area 3",+97143448958,,lighting (lamps/chandeliers)
Lighting shop,Tools Square Hardware Trading,"Office B 18, Al Sarab Building Commercial Centre, Musaffah M-14",+97125595095,,lighting (lamps/chandeliers)
Lighting shop,QCON General Trading LLC,"318th Almidan Road, Next to Al Ahli Driving Center, Al Quoz Industrial Area 4",+971564090966,,lighting (lamps/chandeliers)
Lighting shop,Cool Way Building Materials LLC,"Plot 50, Mussafah, Sanaya M-10",+97125523918,,lighting (lamps/chandeliers)
Lighting shop,JASPA Electrical,"Office 502, Anantara Business Tower, Business Bay",+97142249353,,lighting (lamps/chandeliers)
Lighting shop,Next Led Electrical & Sanitary Trading Sole Proprietorship LLC,"Office Number 06, Al Maldieve Center, Sanaiya, Musaffah M10",+971552961540,,lighting (lamps/chandeliers)
Lighting shop,Sonta Tools LLC,"Unit 35, LIU 8, DSO",+97180076682,,lighting (lamps/chandeliers)
Lighting shop,Adwaa Lighting,,+971555510096,,lighting (lamps/chandeliers)
Lighting shop,AV Concepts LLC,Dubai,+97143470714,,lighting (lamps/chandeliers)
Lighting shop,Bab Al Hikma Bldg Mat Tr LLC,"Shop No. B7, Union Mall, King Faisal Road",+971581852752,,lighting (lamps/chandeliers)
Lighting shop,Binja Building Materials Trading LLC,"Nakheel Center, Naif, Deira",+97145469399,,lighting (lamps/chandeliers)
Lighting shop,Build Line Building Materials,Al Yasmin,+97167476337,,lighting (lamps/chandeliers)
Lighting shop,Corys Build Centre LLC,Nad Al Hamar Road,+97147029406,,lighting (lamps/chandeliers)
Lighting shop,Cube Plus interior Decoration,Business Bay,+971544453323,,lighting (lamps/chandeliers)
Lighting shop / Hotel & hospitality supplier,Furniture Times,"906, B2B Tower, Al Abraj Street, Business Bay",+97142414494,,lighting (lamps/chandeliers) / serveware/tableware
Lighting shop,Future Light Lighting Llc,"Shop No - 19,20, Al Wahda St, Industrial area 1",+97165743435,,lighting (lamps/chandeliers)
Lighting shop,Host International Electrical LLC,"Shop No. 1, Street 28, Near National Paints, Indl Area 11",+97165346017,,lighting (lamps/chandeliers)
Lighting shop,Led World Lighting,"113th Street, al Wahda",+971552454320,,lighting (lamps/chandeliers)
Lighting shop,Light Pulse Electricals Trading LLC,"Off No 28, Manazel M Floor, Unispark, Al Garhoud",,,lighting (lamps/chandeliers)
Lighting shop,Mohan & Sons Trading LLC,"Warehouse 56/52, Opp. Al Ahli Driving Center, Al Sayel St, Al Quoz 3",+97143380345,,lighting (lamps/chandeliers)
Lighting shop,Most and Best General Trading Co LLC,"Shop 9, Ras Al Khor Industrial Area",+97142666510,,lighting (lamps/chandeliers)
Lighting shop,Orostar Engineering LLC,"Aladdin R/A, Ras Al Khor Indl Area",+97143339371,,lighting (lamps/chandeliers)
Lighting shop,Power MEP Group,"Warehouse 3, Al Qusais Industrial Area 5",+97142634355,,lighting (lamps/chandeliers)
Lighting shop,Prolight LLC,"505, GFC Bldg, Al Falah St",+97126229980,,lighting (lamps/chandeliers)
Lighting shop,Purity General Trading Company LLC,"Office Number 315 & 317, Purity Showroom, Jumeirah 2nd",+97143349943,,lighting (lamps/chandeliers)
